Année de la campagne de recueil des informations;Code UAI de l’établissement accrédité;Nom officiel (long) de l’établissement accrédité;Nom d’usage de l’établissement accrédité;Adresse de l’établissement accrédité;Complément d’adresse de l’établissement accrédité;Code postal de la ville de l’établissement accrédité;Ville de l’établissement accrédité;Identifiant navette de la mention (INM) de master;Domaine(s) de la mention de master;Intitulé de la mention de master;Mention accréditée ou en cours d’accréditation;Année de début de la période d’accréditation;Année de fin de la période d’accréditation;Mention ouverte ou non ouverte;Etablissement(s) co-accrédité(s) en vue de la délivrance du DNM dans la mention;Inscription des étudiants effectuée ou non par l’établissement dans la mention;Modalités d’enseignement de la mention;Semestre auquel la mention est accessible dans l’établissement accrédité;Existence d’une capacité d’accueil limitée au 1er semestre;Capacité d’accueil limitée au 1er semestre;Licences conseillées pour suivre la formation de la mention;URL de la fiche relative à la mention sur le site internet de l’établissement;etablissement_id_paysage
2020;0595964M;Université du Littoral;;1  PLACE DE L'YSER;;59375;DUNKERQUE CEDEX 1;1501042T;DROIT, ECONOMIE, GESTION;Gestion de production, logistique, achats;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;76;;;yH19Y
2020;0595964M;Université du Littoral;;1  PLACE DE L'YSER;;59375;DUNKERQUE CEDEX 1;1502601M;SCIENCES HUMAINES ET SOCIALES;Tourisme;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;https://www.univ-littoral.fr/formation/offre-de-formation/masters/;yH19Y
2020;0597065J;Université de Lille;;42 rue Paul Duez;;59000;LILLE;1502266Y;DROIT, ECONOMIE, GESTION;Management de l'innovation;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;80;Droit,Economie,Gestion,Science politique,Psychologie,Sociologie,Economie et gestion;https://www.univ-lille.fr/formations/typeDiplome/master;Szqy5
2020;0597065J;Université de Lille;;42 rue Paul Duez;;59000;LILLE;1503426J;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie de la santé;diplôme;2020;2024;1;Centrale Lille Institut;0;Formation initiale,Formation continue,Alternance;1er semestre;Oui;195;;;Szqy5
2020;0597065J;Université de Lille;;42 rue Paul Duez;;59000;LILLE;2000194M;SCIENCES, TECHNOLOGIES, SANTÉ;Bio-informatique;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;Szqy5
2020;0597065J;Université de Lille;;42 rue Paul Duez;;59000;LILLE;2000250X;SCIENCES HUMAINES ET SOCIALES;Migrations transnationales (MITRA);diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;;Szqy5
2020;0597131F;Institut National des Sciences Appliquées Hauts-de-France;;;;59300;Aulnoy les Valenciennes;1502907V;SCIENCES, TECHNOLOGIES, SANTÉ;Audiovisuel, médias interactifs numériques, jeux;diplôme;2020;2024;1;Université Polytechnique Hauts-de-France;0;Formation initiale,Formation continue;1er semestre;Non;;;;J3Mu2
2020;0597132G;Université Polytechnique Hauts-de-France;;;;59300;AULNOY LEZ VALENCIENNES;1502394M;DROIT, ECONOMIE, GESTION;Droit de l'immobilier;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;;;EW53M
2020;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND CEDEX 2;1701305V;SCIENCES, TECHNOLOGIES, SANTÉ;Microbiologie;diplôme;2017;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;36;;;FvH4k
2020;0640251A;Université de Pau;;AVENUE DE L UNIVERSITE;;64012;PAU CEDEX;1602624H;DROIT, ECONOMIE, GESTION;Management des systèmes d'information;diplôme;2016;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;18;;;Mz286
2020;0762762P;Université du Havre;;25 RUE PHILIPPE LEBON;;76063;LE HAVRE CEDEX;1302878X;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;108;;;LsQ24
2021;0490970N;Université d'Angers;;40  RUE DE RENNES;;49035;ANGERS CEDEX 01;1702914U;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie des systèmes complexes;diplôme;2017;2021;1;;;Formation continue;1er semestre;Oui;12;;;IXHyv
2021;0751718K;Université Paris-II;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1900137Z;DROIT, ECONOMIE, GESTION;Analyse et politique économiques;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;12;;;TWBzp
2021;0290124C;Ecole navale;Ecole navale;LANVEOC POULMIC;;29160;LANVEOC;1702702N;SCIENCES, TECHNOLOGIES, SANTÉ;Technologie marine / marine technology;diplôme;2017;2021;1;Ecole centrale de Nantes,Université de Nantes;0;Formation initiale;1er semestre;Oui;13;;;AKszJ
2021;0756036D;Université Paris Sciences et Lettres;Université PSL;60, rue Mazarine;;75006;PARIS;1604765E;ARTS, LETTRES, LANGUES|SCIENCES, TECHNOLOGIES, SANTÉ;Humanités numériques;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;15;Histoire de l'art et archéologie,Lettres,Philosophie,Histoire,Sciences du langage,Humanités,Mathématiques et informatique appliquées aux sciences humaines et sociales;https://www.psl.eu/formation/master-humanites-numeriques;PpsCQ
2021;0290346U;Université de Brest;Université de Bretagne Occidentale - Brest;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1701310A;SCIENCES HUMAINES ET SOCIALES;Tourisme;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;18;;;06SE7
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;1900275Z;SCIENCES, TECHNOLOGIES, SANTÉ;Neurosciences;diplôme;2019;2023;1;;;Formation initiale,Formation continue;1er semestre;Oui;18;;;5cZyU
2021;0660437S;Université de Perpignan;;52  AVENUE PAUL ALDUY;;66860;PERPIGNAN CEDEX 9;2100058P;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;dossier;2021;;1;;;Formation initiale;1er semestre;Oui;20;Economie et gestion;https://www.univ-perp.fr/fr/je-choisis-ma-formation;n1W55
2021;0310152X;Institut national des sciences appliquées de Toulouse;;135  AVENUE DE RANGUEIL;;31077;TOULOUSE CEDEX 4;1601543H;SCIENCES, TECHNOLOGIES, SANTÉ;Génie mécanique;dossier;2021;;1;Institut national polytechnique de Toulouse,Université Toulouse-III,Ecole nationale supérieure des mines d'Albi-Carmaux,Institut supérieur de l'aéronautique et de l'espace (ISAE);0;Formation initiale;1er semestre;Oui;24;;;dj88d
2021;0062205P;Université Côte d'Azur;;28 avenue VALROSE;;06103;NICE CEDEX 2;1801148Y;DROIT, ECONOMIE, GESTION;Droit notarial;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;Droit;https://univ-cotedazur.fr/offre-de-formation/master-droit-notarial;s3t8T
2021;0290346U;Université de Brest;Université de Bretagne Occidentale - Brest;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1701342K;ARTS, LETTRES, LANGUES|DROIT, ECONOMIE, GESTION;Management et commerce international;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;Gestion,Langues étrangères appliquées,Langues, littératures et civilisations étrangères et régionales;http://formations.univ-brest.fr/fr/index/droit-economie-gestion-DEG/master-XB/master-mention-management-et-commerce-international-program-master-management-et-commerce-international/parcours-management-de-projets-internationaux-multilingues-lies-a-l-export-subprogram-parcours-mangement-de-projets-internationaux-culturels.html;06SE7
2021;0490970N;Université d'Angers;;40  RUE DE RENNES;;49035;ANGERS CEDEX 01;1701365K;SCIENCES HUMAINES ET SOCIALES;Intervention et développement social;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;IXHyv
2021;0511296G;Université de Reims;;9  BOULEVARD DE LA PAIX;;51097;REIMS CEDEX;1800312Q;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie et sciences du vivant;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;57OsX
2021;0542493S;Université de Lorraine;Université de Lorraine;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800176S;SCIENCES, TECHNOLOGIES, SANTÉ;Génie des procédés et des bio-procédés;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;25;Sciences pour l'ingénieur,Sciences de la vie et de la Terre,Sciences et technologies;http://master-gpbp.formation.univ-lorraine.fr/;t6Cq5
2021;0751717J;Université Paris-I;Université Paris 1;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1604312N;DROIT, ECONOMIE, GESTION;Droit fiscal;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;25;Droit;https://formations.pantheonsorbonne.fr/fr/catalogue-des-formations/master-M/droit-economie-gestion-DEG/master-droit-fiscal-KBUH2EBB/master-parcours-droit-fiscal-KBUH2EGZ.html;6G2TU
2021;0751718K;Université Paris-II;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1900138A;DROIT, ECONOMIE, GESTION;Droit des collectivités territoriales;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;25;;;TWBzp
2021;0751719L;Université Paris-III;Université Sorbonne Nouvelle - Paris III;8, Avenue de Saint-Mandé;;75012;PARIS;1900156V;ARTS, LETTRES, LANGUES;Industries culturelles;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;25;;;8k883
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;1405980A;DROIT, ECONOMIE, GESTION;Contrôle de gestion et audit organisationnel;diplôme;2019;2023;1;;;Formation continue,Alternance,Apprentissage;1er semestre;Oui;25;;;5cZyU
2021;0762762P;Université du Havre;UNIVERSITE LE HAVRE NORMANDIE;25 RUE PHILIPPE LEBON;;76063;LE HAVRE CEDEX;1701822G;DROIT, ECONOMIE, GESTION;Droit des affaires;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;25;;;LsQ24
2021;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE CEDEX;1601243G;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie et sciences des matériaux;diplôme;2016;2021;1;Université de Saint-Etienne,Ecole centrale de Lyon,Institut Mines-Télécom (IMT);0;Formation initiale;1er semestre;Oui;26;;;etBz7
2021;0753742K;Ecole des hautes études en sciences sociales;;54 boulevard Raspail;;75006;PARIS;1604867R;SCIENCES HUMAINES ET SOCIALES;Analyse et politique économiques;diplôme;2019;2023;1;Université Paris-I,Ecole nationale des ponts et chaussées - Champs sur Marne,Université Paris sciences et lettres;0;Formation initiale;1er semestre;Oui;27;Economie,Mathématiques,Mathématiques et informatique appliquées aux sciences humaines et sociales;https://www.ehess.fr/fr/master-analyse-et-politique;y52D7
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800800V;DROIT, ECONOMIE, GESTION;Mode;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;30;Economie et gestion,Information-communication;https://formations.univ-amu.fr/ME5BMO.html;xJdyB
2021;0141408E;Université de Caen  Normandie;;ESPLANADE DE LA PAIX;;14032;CAEN CEDEX 5;1703220B;SCIENCES, TECHNOLOGIES, SANTÉ;Physique;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;30;;;p25Q3
2021;0333298F;Université de Bordeaux;;35  PLACE PEY BERLAND;;33000;BORDEAUX;1602823Z;SCIENCES, TECHNOLOGIES, SANTÉ;Géoressources, géorisques, géotechnique;diplôme;2016;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;90I54
2021;0333298F;Université de Bordeaux;;35  PLACE PEY BERLAND;;33000;BORDEAUX;1602982X;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Histoire du droit et des institutions;diplôme;2016;2021;1;;;Formation initiale;1er semestre;Oui;30;;;90I54
2021;0342321N;Université de Montpellier;;163 rue AUGUSTE BROUSSONET;;34000;MONTPELLIER;2100068Z;SCIENCES, TECHNOLOGIES, SANTÉ;Eco-épidémiologie;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;Sciences sanitaires et sociales,Géographie et aménagement,Sciences sociales,Sciences de la vie,Sciences de la vie et de la Terre,Sciences pour la santé,Sciences et Humanités;https://formations.umontpellier.fr/odf/eco-epidemiologie_et_emergences_parasitaires_et_infectieuses.html;evv7S
2021;0350936C;Université Rennes-I;Université de Rennes 1;2  RUE DU THABOR;;35065;RENNES CEDEX;1702151P;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la terre et des planètes, environnement;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;30;;;9wAap
2021;0350937D;Université Rennes-II;;PLACE DU RECTEUR LE MOAL;;35043;RENNES CEDEX;1702682S;ARTS, LETTRES, LANGUES|SCIENCES HUMAINES ET SOCIALES;Humanités numériques;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;Toutes licences;https://formations.univ-rennes2.fr/fr/formations/master-37/master-mention-humanites-numeriques-JF9HM9NB.html?search-keywords=num%C3%A9rique;ti37C
2021;0383493R;Université Grenoble Alpes;UGA;621 avenue Centrale;;38400;ST MARTIN D HERES;1601270L;DROIT, ECONOMIE, GESTION;Economie de l'environnement, de l'énergie et des transports;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;Y7ch7
2021;0490970N;Université d'Angers;;40  RUE DE RENNES;;49035;ANGERS CEDEX 01;1702799U;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;IXHyv
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800377K;DROIT, ECONOMIE, GESTION;Droit des assurances;diplôme;2018;2021;1;Université de La Rochelle;0;Formation initiale,Formation continue,Alternance;1er semestre;Oui;30;Droit;http://formations.univ-poitiers.fr/fr/index/master-XB/master-XB/master-droit-des-assurances-JAMIB61R.html;hlX1r
2021;9740478B;Université de La Réunion;;15 avenue René Cassin;;97744;ST DENIS CEDEX 9;1501366V;CULTURES, TERRITOIRES ET SOCIÉTÉS PLURIELLES DANS L'OCÉAN INDIEN;Tourisme;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;30;;;cEt92
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800352H;DROIT, ECONOMIE, GESTION;Droit pénal et sciences criminelles;diplôme;2018;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;35;;;hlX1r
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800356N;ARTS, LETTRES, LANGUES;Arts;diplôme;2018;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;35;;;hlX1r
2021;0941111X;Université Paris-XII;;61 avenue du Général de Gaulle;;94010;CRETEIL CEDEX;2000016T;SCIENCES, TECHNOLOGIES, SANTÉ;Informatique;diplôme;2020;2024;1;;;Formation initiale,Apprentissage;1er semestre;Oui;35;;;vb71K
2021;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE CEDEX;1602884R;SCIENCES, TECHNOLOGIES, SANTÉ;Neurosciences;diplôme;2016;2021;1;;;Formation initiale;1er semestre;Oui;36;;;etBz7
2021;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1701107E;SCIENCES, TECHNOLOGIES, SANTÉ;Bio-informatique;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Alternance,Hybride;1er semestre;Oui;40;;;qUCQp
2021;0681166Y;Université de Mulhouse;;2  RUE DES FRERES LUMIERE;;68093;MULHOUSE CEDEX 2;1800771P;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et technologie de l'agriculture, de l'alimentation et de l'environnement;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;40;;;OJZ4a
2021;0490970N;Université d'Angers;;40  RUE DE RENNES;;49035;ANGERS CEDEX 01;1702863N;DROIT, ECONOMIE, GESTION;Économie appliquée;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;45;;;IXHyv
2021;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1703379Z;SCIENCES HUMAINES ET SOCIALES;Géographie, aménagement, environnement et développement;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;54;;;qUCQp
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1801063F;SCIENCES ET TECHNOLOGIES;Sciences et technologie de l'agriculture, de l'alimentation et de l'environnement;diplôme;2018;2022;1;Université d'Avignon;0;Formation initiale,Formation continue,Formation à distance,Alternance;1er semestre;Oui;55;;;xJdyB
2021;0370800U;Université de Tours;;60  RUE RUE DU PLAT D'ETAIN;;37000;TOURS;1801080Z;ARTS, LETTRES, LANGUES;Sciences du langage;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;55;;;cqkij
2021;0632035V;Université Clermont Auvergne;;49 boulevard François Mitterrand;49 Bld François Mitterand;63001;CLERMONT FERRAND CEDEX 1;2100028F;DROIT, ECONOMIE, GESTION;Droit des affaires;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;58;;;K4lR3
2021;0912408Y;Université Paris-Saclay;;Route de l'Orme aux Merisiers RD;;91190;ST AUBIN;2000107S;SCIENCES HUMAINES ET SOCIALES;Communication des organisations;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;59;;;G2qA7
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1801132F;DROIT, ECONOMIE, GESTION;Économie du droit;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;Droit,Economie,Gestion,Administration économique et sociale;https://formations.univ-amu.fr/ME5BED.html;xJdyB
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800796R;SCIENCES, TECHNOLOGIES, SANTÉ;Informatique;diplôme;2018;2021;1;Ecole nationale supérieure de mécanique et d'aérotechnique de Poitiers;0;Formation initiale,Formation continue,Alternance;1er semestre;Oui;70;;;hlX1r
2021;0912408Y;Université Paris-Saclay;;Route de l'Orme aux Merisiers RD;;91190;ST AUBIN;1502301L;DROIT, ECONOMIE, GESTION;Innovation, entreprise et société;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;70;;;G2qA7
2021;9740478B;Université de La Réunion;;15 avenue René Cassin;;97744;ST DENIS CEDEX 9;1502813T;CULTURES, TERRITOIRES ET SOCIÉTÉS PLURIELLES DANS L'OCÉAN INDIEN;Langues, littératures et civilisations étrangères et régionales;diplôme;2020;2024;1;;;Formation initiale;1er semestre;Oui;70;;;cEt92
2021;0941111X;Université Paris-XII;;61 avenue du Général de Gaulle;;94010;CRETEIL CEDEX;1502840X;ARTS, LETTRES, LANGUES;Langues, littératures et civilisations étrangères et régionales;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;75;;;vb71K
2021;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;1402644N;DROIT, ECONOMIE, GESTION;Management stratégique;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;76;;;g6rwB
2021;0211237F;Université de Dijon;Université de Bourgogne;Esplanade Erasme;BP 27877;21078;DIJON CEDEX;1702221R;SCIENCES, TECHNOLOGIES, SANTÉ;Nutrition et sciences des aliments;diplôme;2017;2022;1;Université de Besançon,Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement (Agrosup Dijon);0;Formation initiale,Formation continue;1er semestre;Oui;80;;;Lr94O
2021;0290346U;Université de Brest;Université de Bretagne Occidentale - Brest;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1701951X;SCIENCES, TECHNOLOGIES, SANTÉ;Biologie-santé;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;90;;;06SE7
2021;0383493R;Université Grenoble Alpes;UGA;621 avenue Centrale;;38400;ST MARTIN D HERES;1603238A;SCIENCES HUMAINES ET SOCIALES;Urbanisme et amenagement;dossier;2021;;1;Ecole nationale supérieure d'architecture de Grenoble.;0;Formation initiale,Formation continue;1er semestre;Oui;130;;;Y7ch7
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;1501593S;DROIT, ECONOMIE, GESTION;Science politique;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;140;;;U8a0v
2021;0383493R;Université Grenoble Alpes;UGA;621 avenue Centrale;;38400;ST MARTIN D HERES;1602319B;DROIT, ECONOMIE, GESTION;Entrepreneuriat et management de projets;dossier;2021;;0;Institut polytechnique de Grenoble;1;;;Sans objet;;;;Y7ch7
2021;0442754E;Pôle  d'Enseignement Supérieur Spectacle Vivant Bretagne/Pays de la Loire;;4 bis rue Gaëtan Rondeau;;44200;NANTES;1701406E;ARTS, LETTRES, LANGUES;Arts de la scène et du spectacle vivant;diplôme;2017;2021;1;Université de Brest;0;Formation initiale,Formation continue;;;;;;K7g29
2021;0490970N;Université d'Angers;;40  RUE DE RENNES;;49035;ANGERS CEDEX 01;1702292T;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et informatique appliquées aux sciences humaines et sociales - miashs;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Non;;;;IXHyv
2021;0670189S;Ecole nationale du génie de l'eau et de l'environnement de Strasbourg;;1 QUAI KOCH;;67070;STRASBOURG CEDEX;1800659S;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la terre et des planètes, environnement;diplôme;2018;2022;1;Université de Strasbourg;1;Formation initiale;3ème semestre;Sans objet;;;;YPOQX
2021;0670190T;Institut national des sciences appliquées de Strasbourg;;24  BOULEVARD DE LA VICTOIRE;;67084;STRASBOURG CEDEX;1800681R;SCIENCES, TECHNOLOGIES, SANTÉ;Optique, image, vision, multimédia;diplôme;2018;2022;1;Université de Strasbourg;0;Formation initiale;3ème semestre;Sans objet;;;;ab5z5
2021;0691775E;Université Lyon-II;Université Lumière Lyon 2;18  QUAI CLAUDE BERNARD;;69365;LYON CEDEX 07;1601867K;SCIENCES HUMAINES ET SOCIALES;Sciences sociales;diplôme;2016;2021;0;Ecole normale supérieure de Lyon;0;Formation initiale;1er semestre;Sans objet;;;;CUBKB
